'sample interval','RESP'
'0.008 sec','pm'
2012,0.768
2013,0.792
2014,0.819
2015,0.834
2016,0.848
2017,0.853
2018,0.861
2019,0.858
2020,0.858
2021,0.848
2022,0.841
2023,0.824
2024,0.807
2025,0.780
2026,0.756
2027,0.726
2028,0.699
2029,0.670
2030,0.641
2031,0.604
2032,0.570
2033,0.531
2034,0.491
2035,0.452
2036,0.413
2037,0.374
2038,0.335
2039,0.301
2040,0.267
2041,0.237
2042,0.208
2043,0.181
2044,0.156
2045,0.132
2046,0.108
2047,0.088
2048,0.068
2049,0.051
2050,0.034
2051,0.020
2052,0.002
2053,-0.012
2054,-0.027
2055,-0.039
2056,-0.054
2057,-0.068
2058,-0.081
2059,-0.093
2060,-0.105
2061,-0.117
2062,-0.127
2063,-0.139
2064,-0.149
2065,-0.159
2066,-0.169
2067,-0.176
2068,-0.183
2069,-0.191
2070,-0.198
2071,-0.205
2072,-0.213
2073,-0.220
2074,-0.227
2075,-0.235
2076,-0.242
2077,-0.247
2078,-0.254
2079,-0.259
2080,-0.264
2081,-0.267
2082,-0.269
2083,-0.269
2084,-0.271
2085,-0.269
2086,-0.267
2087,-0.264
2088,-0.262
2089,-0.257
2090,-0.252
2091,-0.244
2092,-0.237
2093,-0.227
2094,-0.215
2095,-0.203
2096,-0.188
2097,-0.169
2098,-0.152
2099,-0.134
2100,-0.115
2101,-0.095
2102,-0.076
2103,-0.049
2104,-0.022
2105,0.010
2106,0.042
2107,0.076
2108,0.108
2109,0.142
2110,0.176
2111,0.213
2112,0.252
2113,0.291
2114,0.333
2115,0.374
2116,0.416
2117,0.452
2118,0.491
2119,0.523
2120,0.555
2121,0.577
2122,0.601
2123,0.619
2124,0.633
2125,0.643
2126,0.653
2127,0.658
2128,0.660
2129,0.660
2130,0.660
2131,0.650
2132,0.641
2133,0.623
2134,0.606
2135,0.582
2136,0.557
2137,0.528
2138,0.499
2139,0.469
2140,0.440
2141,0.413
2142,0.386
2143,0.357
2144,0.328
2145,0.296
2146,0.267
2147,0.240
2148,0.213
2149,0.188
2150,0.164
2151,0.139
2152,0.117
2153,0.095
2154,0.076
2155,0.054
2156,0.034
2157,0.017
2158,-0.002
2159,-0.020
2160,-0.034
2161,-0.049
2162,-0.064
2163,-0.076
2164,-0.090
2165,-0.103
2166,-0.112
2167,-0.125
2168,-0.134
2169,-0.142
2170,-0.149
2171,-0.159
2172,-0.166
2173,-0.174
2174,-0.181
2175,-0.186
2176,-0.193
2177,-0.198
2178,-0.205
2179,-0.210
2180,-0.213
2181,-0.218
2182,-0.220
2183,-0.222
2184,-0.225
2185,-0.227
2186,-0.227
2187,-0.227
2188,-0.227
2189,-0.225
2190,-0.225
2191,-0.218
2192,-0.213
2193,-0.203
2194,-0.193
2195,-0.178
2196,-0.164
2197,-0.147
2198,-0.130
2199,-0.110
2200,-0.093
2201,-0.073
2202,-0.054
2203,-0.027
2204,0.000
2205,0.032
2206,0.064
2207,0.093
2208,0.125
2209,0.156
2210,0.191
2211,0.230
2212,0.269
2213,0.313
2214,0.357
2215,0.406
2216,0.455
2217,0.504
2218,0.553
2219,0.594
2220,0.638
2221,0.672
2222,0.709
2223,0.736
2224,0.765
2225,0.787
2226,0.809
2227,0.824
2228,0.836
2229,0.844
2230,0.848
2231,0.844
2232,0.839
2233,0.824
2234,0.812
2235,0.787
2236,0.763
2237,0.731
2238,0.702
2239,0.670
2240,0.641
2241,0.609
2242,0.577
2243,0.543
2244,0.509
2245,0.469
2246,0.433
2247,0.399
2248,0.364
2249,0.335
2250,0.303
2251,0.274
2252,0.244
2253,0.215
2254,0.186
2255,0.161
2256,0.137
2257,0.112
2258,0.090
2259,0.073
2260,0.054
2261,0.039
2262,0.024
2263,0.010
2264,-0.005
2265,-0.020
2266,-0.032
2267,-0.046
2268,-0.059
2269,-0.068
2270,-0.081
2271,-0.093
2272,-0.105
2273,-0.115
2274,-0.127
2275,-0.139
2276,-0.149
2277,-0.159
2278,-0.169
2279,-0.178
2280,-0.186
2281,-0.193
2282,-0.200
2283,-0.210
2284,-0.218
2285,-0.225
2286,-0.232
2287,-0.240
2288,-0.244
2289,-0.249
2290,-0.254
2291,-0.257
2292,-0.262
2293,-0.264
2294,-0.267
2295,-0.269
2296,-0.269
2297,-0.267
2298,-0.264
2299,-0.262
2300,-0.259
2301,-0.254
2302,-0.249
2303,-0.240
2304,-0.230
2305,-0.220
2306,-0.208
2307,-0.196
2308,-0.183
2309,-0.169
2310,-0.156
2311,-0.137
2312,-0.117
2313,-0.090
2314,-0.064
2315,-0.029
2316,0.005
2317,0.046
2318,0.086
2319,0.125
2320,0.166
2321,0.205
2322,0.247
2323,0.291
2324,0.337
2325,0.386
2326,0.435
2327,0.479
2328,0.526
2329,0.567
2330,0.609
2331,0.648
2332,0.689
2333,0.729
2334,0.768
2335,0.802
2336,0.839
2337,0.868
2338,0.900
2339,0.924
2340,0.951
2341,0.971
2342,0.990
2343,1.007
2344,1.022
2345,1.032
2346,1.044
2347,1.049
2348,1.054
2349,1.054
2350,1.056
2351,1.049
2352,1.042
2353,1.027
2354,1.015
2355,0.993
2356,0.971
2357,0.944
2358,0.919
2359,0.892
2360,0.866
2361,0.836
2362,0.809
2363,0.778
2364,0.746
2365,0.711
2366,0.677
2367,0.645
2368,0.614
2369,0.582
2370,0.553
2371,0.521
2372,0.489
2373,0.457
2374,0.425
2375,0.394
2376,0.364
2377,0.335
2378,0.306
2379,0.279
2380,0.252
2381,0.230
2382,0.208
2383,0.186
2384,0.166
2385,0.147
2386,0.127
2387,0.110
2388,0.093
2389,0.078
2390,0.064
2391,0.046
2392,0.032
2393,0.017
2394,0.000
2395,-0.015
2396,-0.029
2397,-0.044
2398,-0.059
2399,-0.068
2400,-0.081
2401,-0.090
2402,-0.100
2403,-0.110
2404,-0.120
2405,-0.130
2406,-0.137
2407,-0.144
2408,-0.152
2409,-0.156
2410,-0.161
2411,-0.166
2412,-0.171
2413,-0.174
2414,-0.178
2415,-0.181
2416,-0.183
2417,-0.183
2418,-0.183
2419,-0.183
2420,-0.181
2421,-0.181
2422,-0.178
2423,-0.174
2424,-0.169
2425,-0.161
2426,-0.154
2427,-0.147
2428,-0.137
2429,-0.127
2430,-0.120
2431,-0.105
2432,-0.093
2433,-0.076
2434,-0.056
2435,-0.034
2436,-0.012
2437,0.012
2438,0.039
2439,0.066
2440,0.090
2441,0.117
2442,0.144
2443,0.176
2444,0.210
2445,0.247
2446,0.286
2447,0.323
2448,0.359
2449,0.394
2450,0.430
2451,0.465
2452,0.501
2453,0.538
2454,0.577
2455,0.606
2456,0.638
2457,0.663
2458,0.689
2459,0.707
2460,0.724
2461,0.736
2462,0.748
2463,0.748
2464,0.751
2465,0.743
2466,0.738
2467,0.726
2468,0.716
2469,0.702
2470,0.687
2471,0.665
2472,0.643
2473,0.614
2474,0.587
2475,0.553
2476,0.518
2477,0.482
2478,0.445
2479,0.411
2480,0.379
2481,0.347
2482,0.315
2483,0.286
2484,0.254
2485,0.225
2486,0.196
2487,0.171
2488,0.147
2489,0.125
2490,0.103
2491,0.083
2492,0.066
2493,0.046
2494,0.029
2495,0.015
2496,0.000
2497,-0.015
2498,-0.027
2499,-0.039
2500,-0.051
2501,-0.061
2502,-0.073
2503,-0.083
2504,-0.093
2505,-0.100
2506,-0.110
2507,-0.117
2508,-0.125
2509,-0.132
2510,-0.139
2511,-0.144
2512,-0.152
2513,-0.159
2514,-0.166
2515,-0.174
2516,-0.178
2517,-0.186
2518,-0.193
2519,-0.200
2520,-0.205
2521,-0.210
2522,-0.215
2523,-0.220
2524,-0.225
2525,-0.227
2526,-0.232
2527,-0.232
2528,-0.235
2529,-0.232
2530,-0.232
2531,-0.227
2532,-0.225
2533,-0.218
2534,-0.208
2535,-0.198
2536,-0.186
2537,-0.171
2538,-0.154
2539,-0.139
2540,-0.122
2541,-0.105
2542,-0.086
2543,-0.061
2544,-0.037
2545,-0.007
2546,0.022
2547,0.054
2548,0.083
2549,0.115
2550,0.147
2551,0.186
2552,0.225
2553,0.271
2554,0.315
2555,0.364
2556,0.411
2557,0.460
2558,0.509
2559,0.550
2560,0.592
2561,0.626
2562,0.660
2563,0.689
2564,0.716
2565,0.738
2566,0.760
2567,0.773
2568,0.787
2569,0.795
2570,0.802
2571,0.797
2572,0.795
2573,0.780
2574,0.765
2575,0.743
2576,0.721
2577,0.692
2578,0.663
2579,0.631
2580,0.601
2581,0.572
2582,0.543
2583,0.509
2584,0.474
2585,0.440
2586,0.406
2587,0.372
2588,0.340
2589,0.313
2590,0.284
2591,0.257
2592,0.230
2593,0.203
2594,0.178
2595,0.154
2596,0.132
2597,0.112
2598,0.093
2599,0.076
2600,0.061
2601,0.046
2602,0.034
2603,0.020
2604,0.007
2605,-0.007
2606,-0.020
2607,-0.032
2608,-0.042
2609,-0.051
2610,-0.061
2611,-0.073
2612,-0.083
2613,-0.093
2614,-0.105
2615,-0.115
2616,-0.125
2617,-0.134
2618,-0.144
2619,-0.154
2620,-0.164
2621,-0.171
2622,-0.178
2623,-0.186
2624,-0.193
2625,-0.200
2626,-0.208
2627,-0.215
2628,-0.220
2629,-0.225
2630,-0.232
2631,-0.237
2632,-0.242
2633,-0.247
2634,-0.252
2635,-0.254
2636,-0.257
2637,-0.259
2638,-0.262
2639,-0.262
2640,-0.262
2641,-0.259
2642,-0.257
2643,-0.252
2644,-0.247
2645,-0.240
2646,-0.230
2647,-0.222
2648,-0.213
2649,-0.203
2650,-0.193
2651,-0.178
2652,-0.164
2653,-0.144
2654,-0.125
2655,-0.098
2656,-0.071
2657,-0.037
2658,-0.002
2659,0.032
2660,0.064
2661,0.098
2662,0.132
2663,0.174
2664,0.213
2665,0.259
2666,0.303
2667,0.345
2668,0.389
2669,0.425
2670,0.465
2671,0.504
2672,0.540
2673,0.577
2674,0.614
2675,0.645
2676,0.675
2677,0.699
2678,0.724
2679,0.741
2680,0.756
2681,0.765
2682,0.773
2683,0.770
2684,0.770
2685,0.758
2686,0.746
2687,0.731
2688,0.716
2689,0.697
2690,0.680
2691,0.653
2692,0.626
2693,0.592
2694,0.557
2695,0.518
2696,0.482
2697,0.445
2698,0.406
2699,0.372
2700,0.337
2701,0.308
2702,0.276
2703,0.247
2704,0.220
2705,0.193
2706,0.166
2707,0.142
2708,0.120
2709,0.098
2710,0.078
2711,0.059
2712,0.039
2713,0.020
2714,0.002
2715,-0.015
2716,-0.032
2717,-0.046
2718,-0.061
2719,-0.073
2720,-0.086
2721,-0.098
2722,-0.108
2723,-0.117
2724,-0.127
2725,-0.134
2726,-0.144
2727,-0.152
2728,-0.159
2729,-0.166
2730,-0.174
2731,-0.183
2732,-0.191
2733,-0.198
2734,-0.205
2735,-0.213
2736,-0.220
2737,-0.225
2738,-0.230
2739,-0.235
2740,-0.237
2741,-0.237
2742,-0.237
2743,-0.235
2744,-0.230
2745,-0.225
2746,-0.218
2747,-0.210
2748,-0.203
2749,-0.196
2750,-0.186
2751,-0.174
2752,-0.161
2753,-0.144
2754,-0.127
2755,-0.103
2756,-0.078
2757,-0.049
2758,-0.020
2759,0.012
2760,0.042
2761,0.076
2762,0.108
2763,0.149
2764,0.191
2765,0.240
2766,0.286
2767,0.333
2768,0.379
2769,0.425
2770,0.472
2771,0.521
2772,0.572
2773,0.626
2774,0.680
2775,0.731
2776,0.785
2777,0.831
2778,0.880
2779,0.922
2780,0.963
2781,0.995
2782,1.029
2783,1.054
2784,1.081
2785,1.100
2786,1.120
2787,1.134
2788,1.147
2789,1.154
2790,1.161
2791,1.159
2792,1.159
2793,1.149
2794,1.139
2795,1.122
2796,1.108
2797,1.086
2798,1.064
2799,1.039
2800,1.017
2801,0.993
2802,0.968
2803,0.941
2804,0.912
2805,0.883
2806,0.853
2807,0.824
2808,0.797
2809,0.770
2810,0.743
2811,0.714
2812,0.687
2813,0.655
2814,0.623
2815,0.592
2816,0.560
2817,0.526
2818,0.494
2819,0.465
2820,0.435
2821,0.408
2822,0.384
2823,0.357
2824,0.333
2825,0.306
2826,0.281
2827,0.257
2828,0.235
2829,0.215
2830,0.193
2831,0.171
2832,0.152
2833,0.130
2834,0.108
2835,0.088
2836,0.068
2837,0.049
2838,0.029
2839,0.012
2840,-0.005
2841,-0.020
2842,-0.034
2843,-0.046
2844,-0.059
2845,-0.068
2846,-0.078
2847,-0.086
2848,-0.093
2849,-0.098
2850,-0.103
2851,-0.105
2852,-0.108
2853,-0.108
2854,-0.108
2855,-0.105
2856,-0.103
2857,-0.098
2858,-0.093
2859,-0.088
2860,-0.081
2861,-0.073
2862,-0.066
2863,-0.056
2864,-0.044
2865,-0.029
2866,-0.017
2867,-0.002
2868,0.012
2869,0.027
2870,0.042
2871,0.059
2872,0.076
2873,0.098
2874,0.117
2875,0.139
2876,0.161
2877,0.183
2878,0.205
2879,0.225
2880,0.247
2881,0.264
2882,0.284
2883,0.301
2884,0.318
2885,0.335
2886,0.352
2887,0.367
2888,0.381
2889,0.391
2890,0.403
2891,0.411
2892,0.418
2893,0.423
2894,0.425
2895,0.423
2896,0.421
2897,0.413
2898,0.406
2899,0.394
2900,0.384
2901,0.369
2902,0.355
2903,0.335
2904,0.315
2905,0.291
2906,0.267
2907,0.244
2908,0.220
2909,0.198
2910,0.176
2911,0.152
2912,0.127
2913,0.100
2914,0.076
2915,0.049
2916,0.024
2917,0.000
2918,-0.027
2919,-0.046
2920,-0.068
2921,-0.086
2922,-0.103
2923,-0.117
2924,-0.132
2925,-0.144
2926,-0.156
2927,-0.166
2928,-0.176
2929,-0.183
2930,-0.191
2931,-0.198
2932,-0.203
2933,-0.205
2934,-0.210
2935,-0.213
2936,-0.218
2937,-0.220
2938,-0.222
2939,-0.227
2940,-0.230
2941,-0.232
2942,-0.235
2943,-0.237
2944,-0.240
2945,-0.242
2946,-0.244
2947,-0.244
2948,-0.247
2949,-0.247
2950,-0.247
2951,-0.244
2952,-0.244
2953,-0.240
2954,-0.235
2955,-0.227
2956,-0.220
2957,-0.210
2958,-0.200
2959,-0.191
2960,-0.181
2961,-0.171
2962,-0.159
2963,-0.144
2964,-0.130
2965,-0.110
2966,-0.090
2967,-0.073
2968,-0.054
2969,-0.032
2970,-0.012
2971,0.015
2972,0.044
2973,0.076
2974,0.110
2975,0.149
2976,0.191
2977,0.232
2978,0.276
2979,0.315
2980,0.355
2981,0.391
2982,0.428
2983,0.465
2984,0.499
2985,0.533
2986,0.567
2987,0.597
2988,0.626
2989,0.648
2990,0.670
2991,0.682
2992,0.694
2993,0.699
2994,0.704
2995,0.697
2996,0.689
2997,0.672
2998,0.655
2999,0.633
3000,0.611
3001,0.584
3002,0.560
3003,0.526
3004,0.494
3005,0.455
3006,0.416
3007,0.377
3008,0.340
3009,0.306
3010,0.271
3011,0.237
3012,0.205
3013,0.171
3014,0.139
3015,0.110
3016,0.081
3017,0.054
3018,0.029
3019,0.010
3020,-0.010
3021,-0.027
3022,-0.044
3023,-0.056
3024,-0.071
3025,-0.081
3026,-0.093
3027,-0.103
3028,-0.112
3029,-0.120
3030,-0.127
3031,-0.132
3032,-0.139
3033,-0.147
3034,-0.152
3035,-0.159
3036,-0.164
3037,-0.171
3038,-0.178
3039,-0.183
3040,-0.188
3041,-0.196
3042,-0.200
3043,-0.205
3044,-0.210
3045,-0.213
3046,-0.218
3047,-0.220
3048,-0.225
3049,-0.225
3050,-0.227
3051,-0.225
3052,-0.222
3053,-0.218
3054,-0.213
3055,-0.203
3056,-0.193
3057,-0.181
3058,-0.166
3059,-0.152
3060,-0.137
3061,-0.120
3062,-0.103
3063,-0.078
3064,-0.054
3065,-0.024
3066,0.005
3067,0.037
3068,0.066
3069,0.098
3070,0.130
3071,0.166
3072,0.205
3073,0.249
3074,0.296
3075,0.342
3076,0.391
3077,0.443
3078,0.491
3079,0.535
3080,0.582
3081,0.619
3082,0.658
3083,0.689
3084,0.721
3085,0.746
3086,0.770
3087,0.787
3088,0.804
3089,0.814
3090,0.822
3091,0.819
3092,0.814
3093,0.800
3094,0.785
3095,0.760
3096,0.736
3097,0.702
3098,0.670
3099,0.638
3100,0.604
3101,0.570
3102,0.538
3103,0.501
3104,0.462
3105,0.423
3106,0.384
3107,0.347
3108,0.311
3109,0.276
3110,0.244
3111,0.213
3112,0.183
3113,0.154
3114,0.125
3115,0.100
3116,0.076
3117,0.054
3118,0.032
3119,0.017
3120,0.000
3121,-0.012
3122,-0.027
3123,-0.037
3124,-0.046
3125,-0.056
3126,-0.066
3127,-0.076
3128,-0.083
3129,-0.090
3130,-0.098
3131,-0.105
3132,-0.112
3133,-0.120
3134,-0.127
3135,-0.134
3136,-0.142
3137,-0.149
3138,-0.154
3139,-0.159
3140,-0.166
3141,-0.171
3142,-0.174
3143,-0.176
3144,-0.178
3145,-0.178
3146,-0.178
3147,-0.178
3148,-0.176
3149,-0.176
3150,-0.174
3151,-0.169
3152,-0.164
3153,-0.156
3154,-0.147
3155,-0.134
3156,-0.122
3157,-0.105
3158,-0.088
3159,-0.071
3160,-0.054
3161,-0.034
3162,-0.017
3163,0.007
3164,0.032
3165,0.061
3166,0.090
3167,0.120
3168,0.147
3169,0.176
3170,0.203
3171,0.235
3172,0.264
3173,0.298
3174,0.333
3175,0.367
3176,0.401
3177,0.435
3178,0.469
3179,0.499
3180,0.528
3181,0.550
3182,0.575
3183,0.592
3184,0.609
3185,0.623
3186,0.636
3187,0.643
3188,0.650
3189,0.653
3190,0.655
3191,0.648
3192,0.641
3193,0.623
3194,0.609
3195,0.584
3196,0.562
3197,0.535
3198,0.506
3199,0.479
3200,0.450
3201,0.423
3202,0.396
3203,0.369
3204,0.340
3205,0.311
3206,0.281
3207,0.254
3208,0.227
3209,0.205
3210,0.181
3211,0.159
3212,0.137
3213,0.117
3214,0.095
3215,0.078
3216,0.059
3217,0.044
3218,0.027
3219,0.015
3220,0.000
3221,-0.010
3222,-0.020
3223,-0.029
3224,-0.039
3225,-0.049
3226,-0.056
3227,-0.064
3228,-0.071
3229,-0.078
3230,-0.086
3231,-0.093
3232,-0.100
3233,-0.110
3234,-0.117
3235,-0.127
3236,-0.137
3237,-0.147
3238,-0.156
3239,-0.164
3240,-0.171
3241,-0.178
3242,-0.186
3243,-0.193
3244,-0.198
3245,-0.205
3246,-0.210
3247,-0.213
3248,-0.218
3249,-0.220
3250,-0.222
3251,-0.222
3252,-0.222
3253,-0.222
3254,-0.220
3255,-0.218
3256,-0.213
3257,-0.205
3258,-0.198
3259,-0.191
3260,-0.181
3261,-0.171
3262,-0.161
3263,-0.144
3264,-0.127
3265,-0.103
3266,-0.081
3267,-0.056
3268,-0.032
3269,-0.005
3270,0.022
3271,0.056
3272,0.090
3273,0.130
3274,0.171
3275,0.218
3276,0.264
3277,0.313
3278,0.362
3279,0.408
3280,0.455
3281,0.499
3282,0.540
3283,0.584
3284,0.628
3285,0.672
3286,0.716
3287,0.753
3288,0.792
3289,0.826
3290,0.861
3291,0.888
3292,0.917
3293,0.944
3294,0.968
3295,0.985
3296,1.005
3297,1.015
3298,1.027
3299,1.034
3300,1.042
3301,1.044
3302,1.046
3303,1.042
3304,1.039
3305,1.029
3306,1.020
3307,1.007
3308,0.998
3309,0.983
3310,0.968
3311,0.949
3312,0.927
3313,0.902
3314,0.878
3315,0.846
3316,0.817
3317,0.785
3318,0.751
3319,0.719
3320,0.689
3321,0.660
3322,0.631
3323,0.599
3324,0.570
3325,0.538
3326,0.509
3327,0.479
3328,0.452
3329,0.428
3330,0.403
3331,0.381
3332,0.357
3333,0.333
3334,0.308
3335,0.286
3336,0.262
3337,0.240
3338,0.218
3339,0.196
3340,0.176
3341,0.159
3342,0.139
3343,0.122
3344,0.108
3345,0.090
3346,0.076
3347,0.064
3348,0.051
3349,0.042
3350,0.032
3351,0.024
3352,0.017
3353,0.012
3354,0.007
3355,0.005
3356,0.002
3357,0.002
3358,0.005
3359,0.005
3360,0.007
3361,0.012
3362,0.015
3363,0.022
3364,0.029
3365,0.039
3366,0.049
3367,0.059
3368,0.068
3369,0.081
3370,0.090
3371,0.105
3372,0.120
3373,0.134
3374,0.152
3375,0.169
3376,0.188
3377,0.205
3378,0.225
3379,0.242
3380,0.262
3381,0.279
3382,0.298
3383,0.318
3384,0.337
3385,0.359
3386,0.384
3387,0.406
3388,0.428
3389,0.450
3390,0.474
3391,0.501
3392,0.528
3393,0.560
3394,0.592
3395,0.623
3396,0.653
3397,0.682
3398,0.711
3399,0.736
3400,0.758
3401,0.775
3402,0.792
3403,0.800
3404,0.807
3405,0.807
3406,0.807
3407,0.802
3408,0.795
3409,0.785
3410,0.773
3411,0.751
3412,0.729
3413,0.699
3414,0.670
3415,0.633
3416,0.597
3417,0.555
3418,0.513
3419,0.477
3420,0.438
3421,0.401
3422,0.367
3423,0.330
3424,0.293
3425,0.259
3426,0.222
3427,0.193
3428,0.161
3429,0.134
3430,0.108
3431,0.086
3432,0.061
3433,0.042
3434,0.020
3435,0.002
3436,-0.012
3437,-0.027
3438,-0.039
3439,-0.051
3440,-0.064
3441,-0.073
3442,-0.083
3443,-0.093
3444,-0.100
3445,-0.110
3446,-0.120
3447,-0.127
3448,-0.134
3449,-0.142
3450,-0.149
3451,-0.159
3452,-0.166
3453,-0.176
3454,-0.183
3455,-0.193
3456,-0.200
3457,-0.208
3458,-0.218
3459,-0.222
3460,-0.230
3461,-0.237
3462,-0.242
3463,-0.247
3464,-0.252
3465,-0.259
3466,-0.264
3467,-0.269
3468,-0.271
3469,-0.276
3470,-0.279
3471,-0.279
3472,-0.281
3473,-0.279
3474,-0.279
3475,-0.276
3476,-0.274
3477,-0.269
3478,-0.264
3479,-0.257
3480,-0.252
3481,-0.244
3482,-0.237
3483,-0.227
3484,-0.218
3485,-0.208
3486,-0.196
3487,-0.183
3488,-0.171
3489,-0.159
3490,-0.144
3491,-0.125
3492,-0.105
3493,-0.078
3494,-0.051
3495,-0.020
3496,0.015
3497,0.054
3498,0.090
3499,0.127
3500,0.166
3501,0.200
3502,0.237
3503,0.274
3504,0.313
3505,0.352
3506,0.391
3507,0.425
3508,0.460
3509,0.489
3510,0.518
3511,0.543
3512,0.567
3513,0.589
3514,0.609
3515,0.623
3516,0.636
3517,0.641
3518,0.648
3519,0.648
3520,0.648
3521,0.641
3522,0.636
3523,0.623
3524,0.609
3525,0.589
3526,0.570
3527,0.548
3528,0.526
3529,0.504
3530,0.479
3531,0.452
3532,0.425
3533,0.394
3534,0.362
3535,0.333
3536,0.301
3537,0.269
3538,0.240
3539,0.213
3540,0.188
3541,0.166
3542,0.142
3543,0.122
3544,0.103
3545,0.083
3546,0.064
3547,0.049
3548,0.032
3549,0.020
3550,0.007
3551,-0.005
3552,-0.017
3553,-0.029
3554,-0.039
3555,-0.051
3556,-0.061
3557,-0.071
3558,-0.081
3559,-0.088
3560,-0.095
3561,-0.103
3562,-0.110
3563,-0.117
3564,-0.125
3565,-0.130
3566,-0.134
3567,-0.139
3568,-0.144
3569,-0.147
3570,-0.152
3571,-0.154
3572,-0.156
3573,-0.156
3574,-0.159
3575,-0.156
3576,-0.154
3577,-0.149
3578,-0.144
3579,-0.137
3580,-0.130
3581,-0.122
3582,-0.112
3583,-0.098
3584,-0.086
3585,-0.066
3586,-0.049
3587,-0.029
3588,-0.010
3589,0.010
3590,0.029
3591,0.054
3592,0.081
3593,0.110
3594,0.139
3595,0.174
3596,0.208
3597,0.242
3598,0.279
3599,0.313
3600,0.347
3601,0.377
3602,0.408
3603,0.440
3604,0.472
3605,0.501
3606,0.533
3607,0.557
3608,0.582
3609,0.601
3610,0.621
3611,0.633
3612,0.645
3613,0.648
3614,0.653
3615,0.645
3616,0.641
3617,0.626
3618,0.614
3619,0.597
3620,0.579
3621,0.557
3622,0.538
3623,0.513
3624,0.487
3625,0.457
3626,0.425
3627,0.396
3628,0.367
3629,0.340
3630,0.311
3631,0.281
3632,0.254
3633,0.222
3634,0.193
3635,0.166
3636,0.139
3637,0.112
3638,0.088
3639,0.066
3640,0.046
3641,0.029
3642,0.012
3643,-0.005
3644,-0.020
3645,-0.032
3646,-0.044
3647,-0.054
3648,-0.064
3649,-0.073
3650,-0.081
3651,-0.088
3652,-0.095
3653,-0.103
3654,-0.110
3655,-0.117
3656,-0.125
3657,-0.132
3658,-0.139
3659,-0.144
3660,-0.152
3661,-0.156
3662,-0.161
3663,-0.169
3664,-0.174
3665,-0.178
3666,-0.183
3667,-0.188
3668,-0.193
3669,-0.198
3670,-0.200
3671,-0.205
3672,-0.208
3673,-0.208
3674,-0.210
3675,-0.213
3676,-0.213
3677,-0.213
3678,-0.213
3679,-0.210
3680,-0.210
3681,-0.210
3682,-0.208
3683,-0.203
3684,-0.198
3685,-0.191
3686,-0.183
3687,-0.176
3688,-0.169
3689,-0.156
3690,-0.147
3691,-0.130
3692,-0.112
3693,-0.088
3694,-0.061
3695,-0.029
3696,0.005
3697,0.044
3698,0.083
3699,0.122
3700,0.161
3701,0.200
3702,0.240
3703,0.286
3704,0.333
3705,0.384
3706,0.438
3707,0.487
3708,0.538
3709,0.584
3710,0.633
3711,0.685
3712,0.736
3713,0.790
3714,0.844
3715,0.895
3716,0.949
3717,0.998
3718,1.049
3719,1.090
3720,1.132
3721,1.166
3722,1.203
3723,1.232
3724,1.262
3725,1.286
3726,1.311
3727,1.330
3728,1.350
3729,1.364
3730,1.379
3731,1.389
3732,1.399
3733,1.403
3734,1.411
3735,1.413
3736,1.413
3737,1.413
3738,1.411
3739,1.408
3740,1.403
3741,1.401
3742,1.396
3743,1.394
3744,1.391
3745,1.389
3746,1.389
3747,1.386
3748,1.386
3749,1.389
3750,1.389
3751,1.394
3752,1.396
3753,1.403
3754,1.408
3755,1.413
3756,1.418
3757,1.423
3758,1.428
3759,1.428
3760,1.428
3761,1.423
3762,1.421
3763,1.411
3764,1.401
3765,1.384
3766,1.369
3767,1.350
3768,1.330
3769,1.311
3770,1.289
3771,1.262
3772,1.232
3773,1.200
3774,1.169
3775,1.132
3776,1.095
3777,1.056
3778,1.017
3779,0.980
3780,0.946
3781,0.912
3782,0.880
3783,0.846
3784,0.814
3785,0.780
3786,0.748
3787,0.716
3788,0.687
3789,0.660
3790,0.633
3791,0.609
3792,0.582
3793,0.557
3794,0.533
3795,0.511
3796,0.487
3797,0.467
3798,0.447
3799,0.430
3800,0.413
3801,0.399
3802,0.384
3803,0.369
3804,0.355
3805,0.340
3806,0.325
3807,0.311
3808,0.298
3809,0.286
3810,0.274
3811,0.262
3812,0.247
3813,0.235
3814,0.220
3815,0.208
3816,0.196
3817,0.183
3818,0.171
3819,0.161
3820,0.149
3821,0.139
3822,0.132
3823,0.122
3824,0.112
3825,0.103
3826,0.095
3827,0.088
3828,0.081
3829,0.073
3830,0.066
3831,0.061
3832,0.056
3833,0.051
3834,0.049
3835,0.046
3836,0.044
3837,0.044
3838,0.044
3839,0.044
3840,0.044
3841,0.046
3842,0.049
3843,0.054
3844,0.059
3845,0.064
3846,0.071
3847,0.076
3848,0.083
3849,0.090
3850,0.098
3851,0.110
3852,0.120
3853,0.134
3854,0.149
3855,0.166
3856,0.183
3857,0.203
3858,0.225
3859,0.242
3860,0.262
3861,0.281
3862,0.301
3863,0.323
3864,0.345
3865,0.369
3866,0.394
3867,0.418
3868,0.440
3869,0.460
3870,0.482
3871,0.504
3872,0.523
3873,0.545
3874,0.565
3875,0.584
3876,0.604
3877,0.619
3878,0.636
3879,0.650
3880,0.663
3881,0.675
3882,0.685
3883,0.692
3884,0.699
3885,0.704
3886,0.709
3887,0.711
3888,0.714
3889,0.714
3890,0.714
3891,0.709
3892,0.707
3893,0.699
3894,0.694
3895,0.685
3896,0.675
3897,0.663
3898,0.653
3899,0.641
3900,0.628
3901,0.616
3902,0.606
3903,0.592
3904,0.579
3905,0.565
3906,0.550
